int(self),pig_13(0).sex,pig_13(0).ID,pig_13(0).age,pig_13(0).daily_feed_intake,pig_13(0).weight,pig_13(0).cumulative_feed_intake
0,Male,13,0,0.0,20.0,0.0
0,Male,13,0,2.2282658128225785,19.99999999999999,2.2282658128225785
0,Male,13,1,2.1983148095013307,19.99999999999999,4.426580622323909
0,Male,13,2,3.626014366635943,19.99999999999999,8.052594988959852
0,Male,13,3,3.974525535121235,19.99999999999999,12.027120524081088
0,Male,13,4,2.728034236846416,19.99999999999999,14.755154760927503
0,Male,13,5,1.569735388538946,19.99999999999999,16.324890149466448
0,Male,13,6,1.1715388066105603,19.99999999999999,17.496428956077008
0,Male,13,7,3.6430918914491204,21.33621975252759,21.13952084752613
0,Male,13,8,0.8821343853823138,21.33621975252759,22.021655232908444
0,Male,13,9,2.4648317481723203,21.33621975252759,24.486486981080763
0,Male,13,10,3.7822995586160464,21.33621975252759,28.26878653969681
0,Male,13,11,2.308166258104565,21.33621975252759,30.576952797801376
0,Male,13,12,1.646486300149559,21.33621975252759,32.22343909795094
0,Male,13,13,1.1185526654054405,21.33621975252759,33.341991763356376
0,Male,13,14,1.804489349196383,22.75269948737776,35.146481112552756
0,Male,13,15,2.596694645381659,22.75269948737776,37.74317575793442
0,Male,13,16,2.083848407626925,22.75269948737776,39.82702416556134
0,Male,13,17,3.6466722935898677,22.75269948737776,43.473696459151206
0,Male,13,18,2.002307647359047,22.75269948737776,45.47600410651025
0,Male,13,19,1.3489449968612872,22.75269948737776,46.82494910337154
0,Male,13,20,3.1611288828044732,22.75269948737776,49.986077986176014
0,Male,13,21,2.9590196531456208,24.44444133626255,52.94509763932163
0,Male,13,22,3.3513661942188766,24.44444133626255,56.29646383354051
0,Male,13,23,3.304169547377984,24.44444133626255,59.60063338091849
0,Male,13,24,0.939047871016068,24.44444133626255,60.53968125193455
0,Male,13,25,3.239275432916576,24.44444133626255,63.77895668485113
0,Male,13,26,3.4918226697085935,24.44444133626255,67.27077935455972
0,Male,13,27,2.5292618969352727,24.44444133626255,69.80004125149499
0,Male,13,28,3.398327487580958,26.71748213886789,73.19836873907595
0,Male,13,29,2.1109668228458744,26.71748213886789,75.30933556192181
0,Male,13,30,1.5972229320271285,26.71748213886789,76.90655849394894
0,Male,13,31,1.1161917134323553,26.71748213886789,78.02275020738129
0,Male,13,32,1.1831206701537051,26.71748213886789,79.20587087753499
0,Male,13,33,1.4953032900077292,26.71748213886789,80.70117416754272
0,Male,13,34,2.654270724901401,26.71748213886789,83.35544489244411
0,Male,13,35,2.3119609709554023,28.89789178749963,85.66740586339951
0,Male,13,36,2.9132179538626253,28.89789178749963,88.58062381726214
0,Male,13,37,3.1817793825241596,28.89789178749963,91.76240319978629
0,Male,13,38,2.973257461981615,28.89789178749963,94.73566066176791
0,Male,13,39,3.109688513399074,28.89789178749963,97.84534917516699
0,Male,13,40,2.1485461487808557,28.89789178749963,99.99389532394784
0,Male,13,41,1.5987120271002908,28.89789178749963,101.59260735104813
0,Male,13,42,2.5641876291646395,31.793773269366245,104.15679498021277
0,Male,13,43,1.6571832889171594,31.793773269366245,105.81397826912992
0,Male,13,44,1.742304184783462,31.793773269366245,107.55628245391338
0,Male,13,45,3.806564877610264,31.793773269366245,111.36284733152365
0,Male,13,46,3.056637493018428,31.793773269366245,114.41948482454208
0,Male,13,47,1.951300777662495,31.793773269366245,116.37078560220458
