int(self),pig_2(0).sex,pig_2(0).ID,pig_2(0).age,pig_2(0).daily_feed_intake,pig_2(0).weight,pig_2(0).cumulative_feed_intake
0,Female,2,0,0.0,20.0,0.0
0,Female,2,0,2.978789826584021,20.0,2.978789826584021
0,Female,2,1,3.209564567278856,20.0,6.188354393862877
0,Female,2,2,2.1739496526038624,20.0,8.36230404646674
0,Female,2,3,1.6494995262782244,20.0,10.011803572744965
0,Female,2,4,3.185275736202812,20.0,13.197079308947776
0,Female,2,5,2.1965289313972822,20.0,15.393608240345058
0,Female,2,6,2.6339603436618293,20.0,18.027568584006886
0,Female,2,7,3.917594049738136,21.427501270758356,21.94516263374502
0,Female,2,8,0.9476766683775009,21.427501270758356,22.89283930212252
0,Female,2,9,1.6159579719145263,21.427501270758356,24.508797274037047
0,Female,2,10,0.6863190629190579,21.427501270758356,25.195116336956104
0,Female,2,11,1.1233057493881815,21.427501270758356,26.318422086344285
0,Female,2,12,3.830517769039265,21.427501270758356,30.14893985538355
0,Female,2,13,0.8687696730030494,21.427501270758356,31.0177095283866
0,Female,2,14,3.370653150333116,22.676078685259256,34.388362678719716
0,Female,2,15,0.8523801332763568,22.676078685259256,35.24074281199607
0,Female,2,16,3.5400908884003193,22.676078685259256,38.78083370039639
0,Female,2,17,0.6400893683729414,22.676078685259256,39.42092306876933
0,Female,2,18,2.0912924543384586,22.676078685259256,41.51221552310779
0,Female,2,19,1.667055659417674,22.676078685259256,43.17927118252547
0,Female,2,20,2.629763293847019,22.676078685259256,45.80903447637249
0,Female,2,21,3.0171064160414556,24.216445606339338,48.826140892413946
0,Female,2,22,0.961746087829849,24.216445606339338,49.7878869802438
0,Female,2,23,0.8399062675432336,24.216445606339338,50.62779324778703
0,Female,2,24,1.283225190287391,24.216445606339338,51.91101843807442
0,Female,2,25,3.489463027643034,24.216445606339338,55.400481465717455
0,Female,2,26,1.4797760693297637,24.216445606339338,56.88025753504722
0,Female,2,27,3.073498548086614,24.216445606339338,59.95375608313383
0,Female,2,28,3.015805476890006,25.951114534508793,62.96956156002384
0,Female,2,29,2.7753589890069783,25.951114534508793,65.74492054903082
0,Female,2,30,3.8903236721056045,25.951114534508793,69.63524422113643
0,Female,2,31,1.9785902442504006,25.951114534508793,71.61383446538683
0,Female,2,32,2.931441498678342,25.951114534508793,74.54527596406517
0,Female,2,33,0.7090278769501687,25.951114534508793,75.25430384101534
0,Female,2,34,2.7648273200604474,25.951114534508793,78.01913116107579
0,Female,2,35,1.3523625919737627,28.344873072211392,79.37149375304955
0,Female,2,36,3.541999307459746,28.344873072211392,82.9134930605093
0,Female,2,37,2.336235122323774,28.344873072211392,85.24972818283307
0,Female,2,38,2.659415165349902,28.344873072211392,87.90914334818297
0,Female,2,39,1.5364296517796157,28.344873072211392,89.44557299996258
0,Female,2,40,1.1528701385718643,28.344873072211392,90.59844313853445
0,Female,2,41,1.8427192585483256,28.344873072211392,92.44116239708278
0,Female,2,42,1.3487911062763163,30.921255575637396,93.7899535033591
0,Female,2,43,3.3831299248970277,30.921255575637396,97.17308342825613
0,Female,2,44,1.2237746458087426,30.921255575637396,98.39685807406488
0,Female,2,45,1.480188671896331,30.921255575637396,99.87704674596121
0,Female,2,46,0.5051344287717491,30.921255575637396,100.38218117473296
0,Female,2,47,3.931610419015425,30.921255575637396,104.31379159374839
0,Female,2,48,3.5287363644209124,30.921255575637396,107.8425279581693
0,Female,2,49,0.7616589386642614,34.00199113670474,108.60418689683355
0,Female,2,50,3.3012290953487007,34.00199113670474,111.90541599218226
0,Female,2,51,2.798696217487966,34.00199113670474,114.70411220967023
0,Female,2,52,2.8623865444439565,34.00199113670474,117.56649875411418
0,Female,2,53,1.0569759850684888,34.00199113670474,118.62347473918267
0,Female,2,54,3.835596494705969,34.00199113670474,122.45907123388864
0,Female,2,55,3.099770709050547,34.00199113670474,125.55884194293918
0,Female,2,56,3.5652893506905516,38.01278681475276,129.12413129362974
0,Female,2,57,0.674256162426834,38.01278681475276,129.7983874560566
0,Female,2,58,3.2112900241290077,38.01278681475276,133.0096774801856
0,Female,2,59,3.747648671092424,38.01278681475276,136.75732615127802
0,Female,2,60,3.719178909312922,38.01278681475276,140.47650506059094
0,Female,2,61,0.767955909155836,38.01278681475276,141.24446096974677
0,Female,2,62,1.4309173247942932,38.01278681475276,142.67537829454105
0,Female,2,63,3.8460300003878896,43.010832071744524,146.52140829492893
0,Female,2,64,3.7224717042760074,43.010832071744524,150.24387999920495
0,Female,2,65,1.8453358285211188,43.010832071744524,152.08921582772606
0,Female,2,66,2.677716961797939,43.010832071744524,154.766932789524
0,Female,2,67,3.5939485595011966,43.010832071744524,158.3608813490252
0,Female,2,68,1.3980045233737761,43.010832071744524,159.75888587239896
0,Female,2,69,3.492127576426677,43.010832071744524,163.25101344882563
0,Female,2,70,1.1758453936608944,49.84887888492253,164.42685884248652
0,Female,2,71,3.975960527828673,49.84887888492253,168.4028193703152
