int(self),pig_7(0).sex,pig_7(0).ID,pig_7(0).age,pig_7(0).daily_feed_intake,pig_7(0).weight,pig_7(0).cumulative_feed_intake
0,Female,7,0,0.0,20.0,0.0
0,Female,7,0,2.6836127084481918,19.999999999999996,2.6836127084481918
0,Female,7,1,2.2085975867537884,19.999999999999996,4.892210295201981
0,Female,7,2,1.686241377862877,19.999999999999996,6.5784516730648575
0,Female,7,3,2.7713255136723136,19.999999999999996,9.349777186737171
0,Female,7,4,2.023989199769805,19.999999999999996,11.373766386506976
0,Female,7,5,3.4644969067933826,19.999999999999996,14.838263293300358
0,Female,7,6,2.593333536061989,19.999999999999996,17.43159682936235
0,Female,7,7,1.2637616291687654,21.32779376606445,18.695358458531114
0,Female,7,8,2.7727113804056307,21.32779376606445,21.468069838936746
0,Female,7,9,1.1661016688576336,21.32779376606445,22.634171507794377
0,Female,7,10,3.5463890346563796,21.32779376606445,26.180560542450756
0,Female,7,11,1.962074044176537,21.32779376606445,28.142634586627292
0,Female,7,12,2.0279131101667236,21.32779376606445,30.170547696794017
0,Female,7,13,1.065672682330056,21.32779376606445,31.236220379124074
0,Female,7,14,3.540164842474214,22.574840044928205,34.77638522159829
0,Female,7,15,0.7198606980639516,22.574840044928205,35.49624591966224
0,Female,7,16,3.9350493617057,22.574840044928205,39.431295281367944
0,Female,7,17,2.163672180115183,22.574840044928205,41.59496746148313
0,Female,7,18,2.8329791075609974,22.574840044928205,44.427946569044124
0,Female,7,19,0.9997768200938858,22.574840044928205,45.42772338913801
0,Female,7,20,3.4886940922354897,22.574840044928205,48.9164174813735
0,Female,7,21,0.5415225823350913,24.295439066383988,49.45794006370859
0,Female,7,22,3.068116472179712,24.295439066383988,52.5260565358883
0,Female,7,23,3.1050639786467196,24.295439066383988,55.63112051453502
0,Female,7,24,0.6822827286006086,24.295439066383988,56.31340324313563
0,Female,7,25,1.700624027550277,24.295439066383988,58.01402727068591
0,Female,7,26,1.3541117642809488,24.295439066383988,59.36813903496686
0,Female,7,27,3.9149852940024448,24.295439066383988,63.2831243289693
0,Female,7,28,3.778602529937138,26.05612137335298,67.06172685890644
0,Female,7,29,2.305669243941131,26.05612137335298,69.36739610284756
0,Female,7,30,3.364299834212183,26.05612137335298,72.73169593705975
0,Female,7,31,2.9203523345621933,26.05612137335298,75.65204827162195
0,Female,7,32,1.0275861448437729,26.05612137335298,76.67963441646572
0,Female,7,33,3.710911753568836,26.05612137335298,80.39054617003455
0,Female,7,34,3.51743650984377,26.05612137335298,83.90798267987833
0,Female,7,35,2.227896357859244,28.64771982941889,86.13587903773757
0,Female,7,36,1.987754511603235,28.64771982941889,88.1236335493408
0,Female,7,37,2.743083089668505,28.64771982941889,90.8667166390093
