int(self),pig_3(0).sex,pig_3(0).ID,pig_3(0).age,pig_3(0).daily_feed_intake,pig_3(0).weight,pig_3(0).cumulative_feed_intake
0,Male,3,0,0.0,20.0,0.0
0,Male,3,0,2.9551485429653988,19.999999999999996,2.9551485429653988
0,Male,3,1,3.971750847845955,19.999999999999996,6.926899390811354
0,Male,3,2,1.8430744500735425,19.999999999999996,8.769973840884896
0,Male,3,3,3.8057355271775766,19.999999999999996,12.575709368062473
0,Male,3,4,2.48077908284682,19.999999999999996,15.056488450909292
0,Male,3,5,2.6558305878574116,19.999999999999996,17.712319038766704
0,Male,3,6,2.9605914462562755,19.999999999999996,20.67291048502298
0,Male,3,7,1.9439964750966103,21.57707886984646,22.616906960119593
0,Male,3,8,1.6548695298442138,21.57707886984646,24.271776489963806
0,Male,3,9,0.8277146808199773,21.57707886984646,25.099491170783782
0,Male,3,10,1.8472430365316068,21.57707886984646,26.946734207315387
0,Male,3,11,1.4884876615949705,21.57707886984646,28.435221868910357
0,Male,3,12,1.9758635131957756,21.57707886984646,30.411085382106133
0,Male,3,13,1.1985873403452112,21.57707886984646,31.609672722451343
0,Male,3,14,1.0090619842770243,22.658639463567955,32.61873470672837
0,Male,3,15,0.6574224345130316,22.658639463567955,33.2761571412414
0,Male,3,16,1.9548273420866393,22.658639463567955,35.23098448332804
0,Male,3,17,1.9630917019832224,22.658639463567955,37.19407618531126
0,Male,3,18,2.9948904022562908,22.658639463567955,40.18896658756755
0,Male,3,19,3.01209859436437,22.658639463567955,43.20106518193192
0,Male,3,20,2.0500422864755095,22.658639463567955,45.251107468407426
0,Male,3,21,1.9131670024760323,24.02317956322857,47.164274470883456
0,Male,3,22,3.3491618852099876,24.02317956322857,50.51343635609344
0,Male,3,23,1.2549583686968762,24.02317956322857,51.76839472479032
0,Male,3,24,3.0810536869887253,24.02317956322857,54.84944841177904
0,Male,3,25,1.9312723588932406,24.02317956322857,56.78072077067228
0,Male,3,26,3.750735535877463,24.02317956322857,60.53145630654974
0,Male,3,27,3.4465813453757557,24.02317956322857,63.9780376519255
0,Male,3,28,1.917284083844154,26.056609803665214,65.89532173576966
0,Male,3,29,2.9731119825508747,26.056609803665214,68.86843371832053
0,Male,3,30,2.131175093127971,26.056609803665214,70.9996088114485
0,Male,3,31,2.876357830673134,26.056609803665214,73.87596664212163
0,Male,3,32,2.5807189656825904,26.056609803665214,76.45668560780422
0,Male,3,33,2.75837739129242,26.056609803665214,79.21506299909663
0,Male,3,34,1.686293376621363,26.056609803665214,80.901356375718
0,Male,3,35,3.5951311742329155,28.3958990383768,84.49648754995091
0,Male,3,36,1.2428934450791094,28.3958990383768,85.73938099503002
0,Male,3,37,3.0284150767115796,28.3958990383768,88.7677960717416
0,Male,3,38,3.9081077405288998,28.3958990383768,92.6759038122705
0,Male,3,39,1.0425722014177603,28.3958990383768,93.71847601368826
0,Male,3,40,3.064489609153197,28.3958990383768,96.78296562284146
0,Male,3,41,1.972005837313953,28.3958990383768,98.75497146015542
0,Male,3,42,2.350996785276933,31.262505546631143,101.10596824543235
0,Male,3,43,1.5946647832343352,31.262505546631143,102.70063302866669
0,Male,3,44,1.799010158720336,31.262505546631143,104.49964318738702
0,Male,3,45,2.8190248199224204,31.262505546631143,107.31866800730944
0,Male,3,46,3.9864113691756025,31.262505546631143,111.30507937648504
0,Male,3,47,3.3106668176039302,31.262505546631143,114.61574619408897
0,Male,3,48,3.813034058673854,31.262505546631143,118.42878025276282
0,Male,3,49,1.8788693483799521,34.96731226606703,120.30764960114277
0,Male,3,50,3.9905685199951675,34.96731226606703,124.29821812113794
0,Male,3,51,1.728722824432112,34.96731226606703,126.02694094557005
0,Male,3,52,2.666307921530824,34.96731226606703,128.69324886710086
0,Male,3,53,3.630314117675637,34.96731226606703,132.3235629847765
0,Male,3,54,3.5897187573210596,34.96731226606703,135.91328174209755
0,Male,3,55,1.0368373862008369,34.96731226606703,136.95011912829838
0,Male,3,56,0.5704787720134645,39.50599069179554,137.52059790031186
0,Male,3,57,2.1899170683426794,39.50599069179554,139.71051496865454
0,Male,3,58,3.392304944545647,39.50599069179554,143.1028199132002
0,Male,3,59,3.710264753168161,39.50599069179554,146.81308466636835
0,Male,3,60,0.5411676062406148,39.50599069179554,147.35425227260896
0,Male,3,61,1.2857651048673344,39.50599069179554,148.64001737747628
0,Male,3,62,1.3758685638282884,39.50599069179554,150.01588594130456
0,Male,3,63,1.1239855616502181,44.381007252837854,151.13987150295478
0,Male,3,64,1.8705802115208452,44.381007252837854,153.0104517144756
0,Male,3,65,2.030902252712874,44.381007252837854,155.04135396718848
0,Male,3,66,1.2817802234182523,44.381007252837854,156.32313419060674
0,Male,3,67,2.977534538239086,44.381007252837854,159.30066872884584
0,Male,3,68,2.522439172133218,44.381007252837854,161.82310790097904
0,Male,3,69,1.4484247804083585,44.381007252837854,163.27153268138738
0,Male,3,70,3.609987716559471,49.98711039804405,166.88152039794684
0,Male,3,71,2.7458009263309355,49.98711039804405,169.62732132427777
0,Male,3,72,3.3093059963934524,49.98711039804405,172.93662732067122
0,Male,3,73,2.101455948189069,49.98711039804405,175.03808326886028
0,Male,3,74,3.394773748750784,49.98711039804405,178.43285701761107
0,Male,3,75,1.579644732969073,49.98711039804405,180.01250175058016
0,Male,3,76,3.5807325177604894,49.98711039804405,183.59323426834064
0,Male,3,77,1.9372805249038434,57.93953816613344,185.5305147932445
0,Male,3,78,0.8888712927411504,57.93953816613344,186.41938608598565
0,Male,3,79,0.671230998530923,57.93953816613344,187.09061708451657
0,Male,3,80,3.3092938801461647,57.93953816613344,190.39991096466272
0,Male,3,81,0.6543517413030833,57.93953816613344,191.0542627059658
0,Male,3,82,3.8790375662762093,57.93953816613344,194.933300272242
0,Male,3,83,1.9029263550652853,57.93953816613344,196.8362266273073
0,Male,3,84,1.976643653476979,67.3529269393789,198.81287028078427
0,Male,3,85,1.471968670563153,67.3529269393789,200.2848389513474
0,Male,3,86,3.809936422123496,67.3529269393789,204.0947753734709
0,Male,3,87,1.8804765063389457,67.3529269393789,205.97525187980983
0,Male,3,88,1.1640602834079075,67.3529269393789,207.13931216321774
0,Male,3,89,2.2413493606792647,67.3529269393789,209.380661523897
0,Male,3,90,0.9345796675135642,67.3529269393789,210.31524119141056
0,Male,3,91,2.8963435895066416,78.92382910205869,213.2115847809172
0,Male,3,92,0.6283667185948016,78.92382910205869,213.839951499512
0,Male,3,93,3.431469213215152,78.92382910205869,217.27142071272715
0,Male,3,94,2.6610088047578384,78.92382910205869,219.932429517485
0,Male,3,95,2.4186474616719997,78.92382910205869,222.351076979157
0,Male,3,96,3.4281599382598245,78.92382910205869,225.77923691741682
0,Male,3,97,3.034203591703048,78.92382910205869,228.81344050911989
0,Male,3,98,2.437196952805997,94.8854516557494,231.2506374619259
0,Male,3,99,2.64282962872481,94.8854516557494,233.8934670906507
0,Male,3,100,2.9951812698999127,94.8854516557494,236.8886483605506
0,Male,3,101,3.670501514887847,94.8854516557494,240.55914987543846
0,Male,3,102,2.901052575534026,94.8854516557494,243.4602024509725
0,Male,3,103,2.311188228202786,94.8854516557494,245.77139067917528
0,Male,3,104,0.6159670017693333,94.8854516557494,246.3873576809446
0,Male,3,105,2.018936398232027,116.62917226051978,248.40629407917663
0,Male,3,106,3.6277326503974163,116.62917226051978,252.03402672957404
0,Male,3,107,1.0363944160444214,116.62917226051978,253.07042114561847
0,Male,3,108,1.6520949445906894,116.62917226051978,254.72251609020915
0,Male,3,109,0.5684669333670378,116.62917226051978,255.2909830235762
0,Male,3,110,1.5757546893048155,116.62917226051978,256.866737712881
0,Male,3,111,1.0514291736161758,116.62917226051978,257.91816688649715
0,Male,3,112,0.6454496658035269,144.24996069669393,258.5636165523007
0,Male,3,113,0.5671689816419381,144.24996069669393,259.1307855339426
0,Male,3,114,3.745262632619652,144.24996069669393,262.87604816656227
0,Male,3,115,1.2767572934849154,144.24996069669393,264.1528054600472
0,Male,3,116,3.3210369104472495,144.24996069669393,267.4738423704945
0,Male,3,117,2.1312055688121854,144.24996069669393,269.60504793930664
0,Male,3,118,2.3083933341521568,144.24996069669393,271.9134412734588
0,Male,3,119,2.412191630457224,181.37814075907156,274.325632903916
0,Male,3,120,3.122063085057425,181.37814075907156,277.44769598897346
0,Male,3,121,3.0676757752089014,181.37814075907156,280.51537176418236
0,Male,3,122,3.9282344881766487,181.37814075907156,284.443606252359
0,Male,3,123,2.3993791965649303,181.37814075907156,286.84298544892397
0,Male,3,124,2.1553128088694486,181.37814075907156,288.9982982577934
0,Male,3,125,2.816128208713392,181.37814075907156,291.8144264665068
0,Male,3,126,3.377233594274705,235.85888143340964,295.1916600607815
0,Male,3,127,1.9971435119250505,235.85888143340964,297.18880357270655
0,Male,3,128,2.995838817945303,235.85888143340964,300.18464239065185
0,Male,3,129,1.7386575902105883,235.85888143340964,301.92329998086245
0,Male,3,130,3.3467371801543155,235.85888143340964,305.2700371610168
0,Male,3,131,3.2492243115075747,235.85888143340964,308.51926147252436
0,Male,3,132,2.2549941398239595,235.85888143340964,310.7742556123483
0,Male,3,133,1.2542180207610505,316.22077905242804,312.0284736331094
0,Male,3,134,2.654072416150321,316.22077905242804,314.6825460492597
0,Male,3,135,2.3135832799597833,316.22077905242804,316.9961293292195
0,Male,3,136,1.7767150507695646,316.22077905242804,318.77284437998907
0,Male,3,137,1.1707322655202526,316.22077905242804,319.9435766455093
0,Male,3,138,2.509952921379764,316.22077905242804,322.4535295668891
0,Male,3,139,2.491581035309385,316.22077905242804,324.94511060219844
0,Male,3,140,3.1219865656835584,432.32460240010755,328.067097167882
0,Male,3,141,1.4841776715991772,432.32460240010755,329.5512748394812
0,Male,3,142,1.9333492958330534,432.32460240010755,331.4846241353143
